	User	Date Created	Number of Likes	Source of Tweet	Tweet	Location
3614	UnlimitedEniola	2022-03-22 08:02:03+00:00	1	Twitter for iPhone	"The pay thing is true, that I agree and also the work culture is far from right but saying it's a horrible place, I don't agree.

I am no longer there but I am grateful I was.
#HorribleBosses #toxicworkplace"	NIGERIA
3615	De_Catalyste	2022-03-22 08:01:48+00:00	0	Twitter Web App	"I will still write a book on my experience. If you are currently in an abusive official relationship, activate an exit plan. Now!
#HorribleBosses"	Lagos, Nigeria
3616	chuddyOzil	2022-03-22 08:01:46+00:00	0	Twitter for Android	"Big revelation on this #HorribleBosses issue, na few people dey collect more than 200k for this tech thing.

See 50k people everywhere 🤭"	South East, Nigeria
3617	FshawKingFisher	2022-03-22 08:01:43+00:00	9	Twitter for iPhone	What about the ones that will warn you not to bring a better car than your oga’s own? #HorribleBosses	World Citizen
3618	AbrahamMacHILLS	2022-03-22 08:01:42+00:00	0	Twitter for Android	"All these bosses must endeavour to do better, be it work place boss, Church boss or political office bosses.

These workers aren't low lives, they also deserve quality bosses too.

Toxicity kills people's moral and it affects their mental health

#HorribleBosses"	US, NG, GH
3619	De_Catalyste	2022-03-22 08:01:42+00:00	0	Twitter Web App	"I once had a toxic boss. She showed me what the hell might look like. I did see hell. I didn't understand why four colleagues left within a year that I joined. It was the norm, I later learnt. I stayed 4 years, making me the longest to have worked with her. 
#HorribleBosses"	Lagos, Nigeria
3620	theboynasty	2022-03-22 08:01:39+00:00	0	Twitter for Android	That daniel ruler guy go soon come write long essay  #HorribleBosses	Milan, Lombardy
3621	mobileshrine	2022-03-22 08:01:37+00:00	4	Twitter Web App	"Someone mistakenly called me now thinking I'm his manager requesting for one day off, I gave him 2weeks 

Seriously we need rest in this country😫
 #HorribleBosses"	A safe haven in lasgidi
3622	tobiogunlesi	2022-03-22 08:01:22+00:00	39	Twitter for Android	.. in all of my personal #toxicworkplace #ToxicWorkplaces experiences, I have learned to be a better #employee too, and also how not to be a #HorribleBosses #toxicboss wherever I find myself.	Lagos Nigeria
3623	faluatemitopeo	2022-03-22 08:01:18+00:00	1	Twitter for Android	"Thank God for my past and current bosses. They are the best.

#HorribleBosses"	Nigeria
3624	official_ormah	2022-03-22 08:01:04+00:00	4	Twitter for iPhone	"People don’t leave good jobs, they leave because of bad bosses who don’t appreciate their value 

#HorribleBosses"	China
3625	Vitucare_tech	2022-03-22 08:00:07+00:00	0	Hootsuite Inc.	"The daily recommendation of vitamin C intake for adults is 65 to 90 mg a day.

Follow us @Vitucare_tech to know more about your health

Kiki, iyin, she leads Africa, #horriblebosses , Daniel emeka"	
3626	Louisfire07	2022-03-22 07:59:52+00:00	1	Twitter for Android	"Na mumu dey go cds😌 

AFCON NYSC Daniel emeka iyin PTSD imo state speed Darlington Kiki obi Cubans akin
#HorribleBosses https://t.co/TX2rcLpKrs"	Cloud nine
3627	alapo_	2022-03-22 07:59:37+00:00	1	Twitter for iPhone	Shariah Law will fix all these #HorribleBosses issues sha.	Lagos, Nigeria
3628	mrrgobrr	2022-03-22 07:59:35+00:00	0	Twitter Web App	"#HorribleBosses 

https://t.co/nNbhVqcCeb"	
3629	foxRonniie	2022-03-22 07:59:34+00:00	1	Twitter for iPhone	"Special Market

Plymouth vs Cheltenham

GG - 1.86
📝761872
.
Home win either half - 1.44
📝761873
.
.
Bet responsibly via 
https://t.co/iGUahT3txP
.
.
.
NYSC | #EndSARS | NEPA | Ajax | LinkedIn | Speed Darlington | #HorribleBosses | Tammy | Dybala | NaijaBet | Rooney | #BBNaija"	
3630	AngosturaNG	2022-03-22 07:59:27+00:00	2	Twitter for iPhone	"One of our favorites is the iconic Mai Tai - sip and dance the week away 🎉
.
.
#HorribleBosses #MondayMotivation #Ravendex #zugacoin #portable https://t.co/EXOba6k2xW"	Lagos, Nigeria
3631	AngosturaNG	2022-03-22 07:59:12+00:00	0	Twitter for iPhone	"Sometimes all you have to do to have a perfect dish is to add a dash or two of Angostura Aromatic Bitters.
.
.
#HorribleBosses #MondayMotivation #Ravendex #zugacoin #portable https://t.co/XuYlnKA0u8"	Lagos, Nigeria
3632	ee_grafix	2022-03-22 07:59:05+00:00	1	Twitter for Android	"*Ghana Squad Against Nigeria 2022 World Cup Playoffs Finally Released

https://t.co/NOnvxSKel4

Join us now for more trending news, scholarship and job opportunities https://t.co/7lYTxqhXnM
Black Stars Ghana Otto Addo Gyan World Cup Oppong Nkrumah Blackstars #HorribleBosses https://t.co/1XKYy6js9x"	Half Assin
3633	Sleek_Tee	2022-03-22 07:58:57+00:00	0	Twitter for Android	Let's not talk about how some demonic horrible bosses behave towards their pregnant employees. Idiots. #HorribleBosses	"DMS Lat: 50° 0' 0.0000'' N

DM"
3634	AngosturaNG	2022-03-22 07:58:52+00:00	0	Twitter for iPhone	"“Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live.”
.
.
#HorribleBosses #MondayMotivation #Ravendex #zugacoin #portable https://t.co/QuFA8ZP9AZ"	Lagos, Nigeria
3635	beespeakz	2022-03-22 07:58:41+00:00	0	Twitter for Android	@mbijaiya @iamemeka @Sunky_O @Wizarab10 @daexegete @makinde_a Na our generation gan gan dem create this #HorribleBosses for.	Earth
3636	Mr_Cjosky	2022-03-22 07:58:39+00:00	3	Twitter for iPhone	When we’re done with #HorribleBosses Biko let’s start #TerribleBosses cus be like na that set dy this Enugu	Emirates stadium
3637	AdeyemiBadmus07	2022-03-22 07:58:24+00:00	0	Twitter for Android	"I'm not here to support Daniel Emeka bcos I don't know a thing about him

But see, if some Twitter folks go thru quarter of what those #HorribleBosses go thru, they'd be 10x worse, GUARANTEED. I tell u

Abi, no b these same twitter folks, dey come here to yab their own parents?"	Lagos, Nigeria
3638	AMNGU	2022-03-22 07:58:18+00:00	0	Twitter for Android	These got everyone attention after so many explanations with tears and anger , that day I disgraced him like, that day I collected my money in full and I never work with him again and even the new engineer I work with don't owe me , #HorribleBosses	Lagos, Nigeria
3639	AMNGU	2022-03-22 07:58:17+00:00	0	Twitter for Android	Immediately I lock his cloth and said oga give me the money you dey owe me , that how he said am i mad do i want to spend the rest of my life in prison , these was when the devil in me actually woke up , i don't know how my hand slap him, #HorribleBosses	Lagos, Nigeria
3640	AMNGU	2022-03-22 07:58:17+00:00	0	Twitter for Android	Then the colos was already messing with my mind , as the stupid engineer saw me , he said fool is these the time you are coming to work , that statement triggered one vavulence part of me that I did not know that I have , #HorribleBosses	Lagos, Nigeria
3641	darlynofficial	2022-03-22 07:58:17+00:00	0	Twitter for iPhone	@Homewinng a subsidiary of @sujimotogroup will standout as my worst employment experience. They made me an offer in August and put 1st September 2021 as resumption date. Till today we are yet to resume. Not explanation and no communication and no salary #HorribleBosses	Next to you
3642	AMNGU	2022-03-22 07:58:16+00:00	0	Twitter for Android	When I took two puff, nothing do me until I started going into the site then it all began with hunger, then the colos start it own role , I just man up bought puff puff of #50 and I was moving towards the site, when I got to the site , #HorribleBosses	Lagos, Nigeria
3643	AMNGU	2022-03-22 07:58:16+00:00	0	Twitter for Android	So along the way the fun carried me away , I was late because normally work start by 8am but it was already to 12 , and all I have left on me that day was #50 as I was going to site,then one of my padi said to me puff these colos and it was lace with bohemcigar  #HorribleBosses	Lagos, Nigeria
3644	AMNGU	2022-03-22 07:58:15+00:00	0	Twitter for Android	These was happening the engineer done dey owe me 12k for labour money , naso one on my way to work , normally I dey smoke Arizona,  so on my way I meet some labour mate and were drinking these jedi and smoking as omo ope I join dem , #HorribleBosses	Lagos, Nigeria
3645	AMNGU	2022-03-22 07:58:15+00:00	0	Twitter for Android	No money for over time we no go still collect money that day , hin go pay us in the next morning so that we can work for him the next morning because we would want to collect our outstanding money so when we start working he would pay us the money in mid-day , #HorribleBosses	Lagos, Nigeria
3646	meddycoco	2022-03-22 07:58:14+00:00	17	Twitter for iPhone	@Agha_Ekumeku I applied to a private school around , the proprietress said I must resume 6:50am for compulsory morning devotion ,Also I shouldn’t bring my child to the sch after closing because she doesn’t want to see other sch uniform in her premises.I didn’t bother to resume #HorribleBosses	
3647	AMNGU	2022-03-22 07:58:14+00:00	0	Twitter for Android	The man dey always do as if he get crazy,  little thing he done comot #500 from daily pay money #2500 nobody go fit talk , the man dey always do so many crazy thing so inhuman behavior,  work wey he suppose use 10 labour hin go use 5 , working and doing over time ,#HorribleBosses	Lagos, Nigeria
3648	AMNGU	2022-03-22 07:58:14+00:00	0	Twitter for Android	Horrible boss  be like salt and Ekolo( earth worm) na acid to the body , he go dey do your body witi witi posho posho rapa rapa, before I left my last job I had to slap my engineer and lock is cloth I was so happy because , #HorribleBosses	Lagos, Nigeria
3649	YesuHoliq	2022-03-22 07:58:09+00:00	2	Twitter for Android	#HorribleBosses trending nice! But hope you are not #TheWORSEemployee.	Accra,Ghana
3650	philjosh01	2022-03-22 07:58:05+00:00	1	Twitter Web App	"When are we dragging HRs in FMCG organizations?

I can start dropping names
#HorribleBosses"	Lagos, Nigeria
3651	queen_annie55	2022-03-22 07:58:04+00:00	0	Twitter for iPhone	"New in 😻Free size 2 pieces exactly as seen 
Price:5,000
Free size 8-16
 #HorribleBosses https://t.co/O3ofYssPgh"	
3652	oyekunledamola	2022-03-22 07:58:01+00:00	0	Twitter Web App	@tayo_deborah @thekenndubisi Check out -&gt; #HorribleBosses	✈
3653	Fadeke_	2022-03-22 07:57:58+00:00	112	Twitter for iPhone	"These stories of #HorribleBosses reminds me of when my husband was in a toxic office, he told me he felt like resigning and I told him to DO IT!
Now he has a better job that has a pay 6times the amount he was earning.
Don’t be trapped in hell because of the fear of the unknown."	
3654	OgesfashionAS	2022-03-22 07:57:54+00:00	3	Twitter for Android	"This story is a 2 sided coin o
Some bosses are wicked and 😈, but let not forget that some staff are demon itself, terrible and evil let not forget that, let people who owns their business especially the smes share their own side of the story #HorribleBosses #NYSC"	Ibadan, Nigeria
3655	Sarfoc19	2022-03-22 07:57:47+00:00	0	Twitter for Android	Always make you feel inferior at work. #HorribleBosses	Accra
3656	ChidinmaEliogu	2022-03-22 07:57:44+00:00	2	Twitter for iPhone	Oh my days!! I never forget my time in uyo in one of the popular radio houses! This man showed me pepper! He was openly tribalistic and narcissistic…he wrote a query over something unnecessary and called an undesirable element in that organization #HorribleBosses	Lagos, Nigeria
3657	emperor_willz	2022-03-22 07:57:34+00:00	2	Twitter for iPhone	Reading stories about #HorribleBosses makes me appreciate my Boss the more. Man may not be perfect but at least he’s not a monster like these stories I’ve read. The way he drives and builds his staff to be better is something I really admire about him.	Las Noches  🌌
3658	IamPromiseE	2022-03-22 07:57:30+00:00	1	Twitter for iPhone	@FavourDiamen You are now coming to Twitter to form saint... make Twitter people pity... madam don’t bring what has happened in the past to the present... #HorribleBosses	Port Harcourt, Nigeria
3659	Thilyconcept	2022-03-22 07:57:27+00:00	0	Twitter for Android	"This one bad ghan 😁😁

#Horriblebosses https://t.co/GmS8oLf7xH"	Abuja, Nigeria
3660	iamdanzor_	2022-03-22 07:57:23+00:00	60	Twitter for iPhone	"Let’s also talk about women that would send their apprentice to market, send them to pick their children from school and then practically do nanny jobs. 

Awon madam oshi #HorribleBosses"	
3661	olori__temitope	2022-03-22 07:56:58+00:00	1	Twitter for iPhone	"My present colleague had a terrible boss one Honorable Ojomu TAIWO who poured her hot tea !
#HorribleBosses"	Lagos, Abuja Nigeria
3662	Toosdei_space	2022-03-22 07:56:58+00:00	1	Twitter for Android	"From the #DM
#horriblebosses https://t.co/9ifvX8owaR"	Peace
3663	thispman	2022-03-22 07:56:41+00:00	1	Twitter for Android	"If you quit your job to protect your mental health, you're not coward.

#HorribleBosses"	Nigeria
3664	tamaralayefah	2022-03-22 07:56:38+00:00	3	Twitter for Android	"This trend on #HorribleBosses shows how wicked HUMANS can be.

Thankful for all my just and reasonable  bosses. God will continue to bless them."	
3665	foxRonniie	2022-03-22 07:56:37+00:00	2	Twitter for iPhone	"Today's Bookings

761870 - 8.22
.
.
.
.
Bet responsibly via 
https://t.co/iGUahT3txP
.
.
.
NYSC | #EndSARS | NEPA | Ajax | LinkedIn | Speed Darlington | #HorribleBosses | Tammy | Dybala | NaijaBet | Rooney | #BBNaija https://t.co/5L3Dx7Pvt4"	
3666	_zeroed_g	2022-03-22 07:56:36+00:00	1	Twitter for Android	"Read again!!!
#HorribleBosses https://t.co/xWViGksHAd"	Lagos, Nigeria 
3667	Igweasaba	2022-03-22 07:56:21+00:00	0	Twitter for iPhone	Please mind  what you tweet your bosses are now online reading your comments&amp; tweets #HorribleBosses	Lagos, nigeria 
3668	The_Orhma	2022-03-22 07:56:19+00:00	0	Twitter for iPhone	It’s funny how the #HorribleBosses conversation happened during salary week	The Money Train Station 
3669	SK_Couture	2022-03-22 07:56:19+00:00	2	Twitter for Android	"The fear of Being  jobless again is the core reason why some are still tolerating their Toxic bosses. 

#HorribleBosses"	Lagos, Nigeria
3670	IamPromiseE	2022-03-22 07:55:55+00:00	1	Twitter for iPhone	@FavourDiamen You bought a drink outside and brought it into the club without the company’s knowledge, which you know the company doesn’t accept workers buying drink outside and you sold it to a customer at the sum of 5k and the drink you sold to her was never sold here before #HorribleBosses	Port Harcourt, Nigeria
